x,y,z
-0.9,1.0,0.33999999999999997
-0.9,0.9000000000000001,0.2925000000000001
-0.8,0.9000000000000001,0.2736111111111112
-0.8,0.8000000000000003,0.2311111111111112
-0.7000000000000001,0.8000000000000003,0.21444444444444458
-0.7000000000000001,0.7000000000000002,0.17694444444444452
-0.6000000000000001,0.7000000000000002,0.1625000000000001
-0.6000000000000001,0.6000000000000001,0.13000000000000003
-0.5000000000000001,0.6000000000000001,0.11777777777777781
-0.5000000000000001,0.5,0.09027777777777779
-0.40000000000000013,0.5,0.0802777777777778
-0.40000000000000013,0.39999999999999997,0.05777777777777779
-0.30000000000000016,0.39999999999999997,0.05
-0.30000000000000016,0.3,0.03250000000000001
-0.20000000000000015,0.3,0.02694444444444445
-0.20000000000000015,0.2,0.014444444444444454
-0.10000000000000014,0.2,0.011111111111111117
-0.10000000000000014,0.10000000000000003,0.003611111111111116
-1.3877787807814457e-16,0.10000000000000003,0.002500000000000002
-1.3877787807814457e-16,2.7755575615628914e-17,2.332515154868986e-33
-1.3877787807814457e-16,2.7755575615628914e-17,2.332515154868986e-33
